name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
muscat,2019-08-03,93.2,86,88.9,121.2,104.8,111,82.9,83.2,0,0,0,,,,,19.7,124,,0,3.9,272.4,23.5,9,,2019-08-03T05:36:06,2019-08-03T18:47:22,0.04,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-04,87.8,84.2,86,108.3,98.3,105,82.6,89.9,0,0,0,,,,,17.2,137.7,,3.9,4,297.8,25.8,9,,2019-08-04T05:36:32,2019-08-04T18:46:46,0.08,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-05,95,82.4,87.7,111.8,96.1,105.8,81.4,82.3,0,0,0,,,,,13.9,134.2,,7.8,4.1,264.6,22.8,9,,2019-08-05T05:36:58,2019-08-05T18:46:08,0.13,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-06,95,86,91,122.7,100.9,111.8,81.2,74.6,0,0,0,,,,,10.3,87.9,,6.5,4.9,322,28,10,,2019-08-06T05:37:23,2019-08-06T18:45:30,0.18,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-07,105.8,89.6,98,111.6,93.5,101,63.3,34.5,0,0,0,,,,,10.3,170.2,,3.1,5.9,317.5,27.3,10,,2019-08-07T05:37:48,2019-08-07T18:44:51,0.24,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-08,105.8,89.6,95.1,119.8,90.1,105,70.3,48.4,0,0,0,,,,,13.9,166.5,,0,5.6,291,25.1,9,,2019-08-08T05:38:14,2019-08-08T18:44:11,0.29,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-09,93.2,86,88.3,114.4,104.8,109,82.4,83.3,0,0,0,,,,,18.3,66.7,,10.3,4.3,265.2,23,9,,2019-08-09T05:38:38,2019-08-09T18:43:30,0.34,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-10,93.2,84.2,88.5,117.1,90.6,107,81,79.2,0,0,0,,,,,12.8,111.6,,1.2,5,267.3,23.2,9,,2019-08-10T05:39:03,2019-08-10T18:42:47,0.39,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999,remote"
muscat,2019-08-11,102.2,86,91.7,129.7,102.6,114.4,82.3,75.1,0,0,0,,,,,15,139.6,,0,4.8,272,23.5,9,,2019-08-11T05:39:28,2019-08-11T18:42:04,0.43,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-12,95,84.2,88.3,116.1,98.3,106.8,81.2,80.2,0,0,0,,,,,17.2,125,,17.9,4.1,265.6,23,9,,2019-08-12T05:39:52,2019-08-12T18:41:20,0.46,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-13,93.2,86,88.9,113.6,101.9,107,80.8,77.5,0,0,0,,,,,13.9,119.2,,6.4,4.8,289.3,25,9,,2019-08-13T05:40:16,2019-08-13T18:40:35,0.48,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-14,96.9,86,90.5,110.9,98.3,106.1,78.3,69,0,0,0,,,,,11.4,130.5,,3.5,5.9,305.7,26.5,10,,2019-08-14T05:40:40,2019-08-14T18:39:50,0.5,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999,remote"
muscat,2019-08-15,93.2,86,89.8,111.5,100.3,106.3,79.3,71.5,0,0,0,,,,,12.8,125.8,,0,6.1,307.3,26.4,10,,2019-08-15T05:41:04,2019-08-15T18:39:03,0.5,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-16,98.6,82.4,89.7,113.6,92.4,103,77.2,68.8,0,0,0,,,,,11.4,179.6,,0,5.5,321.8,27.7,10,,2019-08-16T05:41:27,2019-08-16T18:38:16,0.51,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-17,95,82.4,88.3,113.6,90.9,103.1,78.9,74.6,0,0,0,,,,,16.1,145.3,,0,5.6,309.6,26.9,10,,2019-08-17T05:41:51,2019-08-17T18:37:27,0.52,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-18,89.6,84.2,86.1,105.2,94.2,100.2,79.4,80.9,0,0,0,,,,,20.8,136.1,,5.7,5.5,317.2,27.4,10,,2019-08-18T05:42:14,2019-08-18T18:36:38,0.54,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-19,89.6,80.6,85,102.6,86.2,95.4,77,77.4,0,0,0,,,,,17.2,124.3,,0,6.2,323.4,27.9,10,,2019-08-19T05:42:36,2019-08-19T18:35:48,0.57,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-20,91.4,80.6,84.5,101.9,86.2,94.1,76.8,78.5,0,0,0,,,,,18.3,136.3,,0,6.2,321.8,27.6,10,,2019-08-20T05:42:59,2019-08-20T18:34:58,0.61,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-21,93.2,78.8,85.3,107.8,78.8,95,76.6,76.5,0,0,0,,,,,12.8,178.8,,0,5.9,313.3,27.1,10,,2019-08-21T05:43:21,2019-08-21T18:34:06,0.65,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-22,91.4,80.6,85.5,108.1,88.2,98.2,79,82.1,0,0,0,,,,,12.8,140.6,,16,5.4,300.9,25.9,10,,2019-08-22T05:43:44,2019-08-22T18:33:14,0.7,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-23,91.4,82.4,85.8,110.9,94.2,101.1,80.6,85,0,0,0,,,,,13.9,159.8,,6.9,5.4,304.5,26.2,10,,2019-08-23T05:44:06,2019-08-23T18:32:22,0.75,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-24,96.8,82.4,86.7,115.3,88.3,101.6,79.6,79.9,0,0,0,,,,,15,113.7,,5.7,6,315,27.3,10,,2019-08-24T05:44:27,2019-08-24T18:31:28,0.8,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-25,104,84.2,90.6,115.2,89.4,101.2,74.1,62.6,0,0,0,,,,,15,121.6,,3.4,6.2,315.7,27.3,10,,2019-08-25T05:44:49,2019-08-25T18:30:34,0.85,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-26,89.6,82.4,86.3,111.5,94.2,103,81.1,84.8,0,0,0,,,,,15,107.8,,7.6,5.4,317.6,27.4,10,,2019-08-26T05:45:10,2019-08-26T18:29:40,0.9,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-27,93.2,78.8,85.6,108.3,78.8,98.3,79,81.5,0,0,0,,,,,11.4,104.6,,10.3,4.9,308,26.6,10,,2019-08-27T05:45:31,2019-08-27T18:28:44,0.94,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-28,100.4,78.8,88.5,105.2,78.8,95.3,71.9,61.4,0,0,0,,,,,11.4,103.6,,0,6.1,321.2,27.7,10,,2019-08-28T05:45:52,2019-08-28T18:27:49,0.98,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-29,104,82.4,89.2,108.3,87.2,97.2,71.7,62.5,0,0,0,,,,,13.9,108.8,,0,6.1,304.4,26.3,10,,2019-08-29T05:46:13,2019-08-29T18:26:52,1,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-30,96.8,82.4,87.6,113.6,90.9,101.2,78.3,75.2,0,0,0,,,,,13.9,160.2,,6.9,6.1,290.3,25.1,10,,2019-08-30T05:46:34,2019-08-30T18:25:56,0,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-08-31,95,82.4,89.3,110.4,90.9,100.6,75.7,66.1,0,0,0,,,,,9.2,154.9,,0,6.1,307.1,26.4,10,,2019-08-31T05:46:54,2019-08-31T18:24:58,0.01,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-01,100.4,84.2,89.5,116.1,94.2,105.2,78.9,72.8,0,0,0,,,,,11.4,139.5,,0,5.8,222,19.1,7,,2019-09-01T05:47:14,2019-09-01T18:24:00,0.03,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-02,93.2,84.2,87.7,117.1,95.2,103.6,79.6,77.6,0,0,0,,,,,11.4,154.3,,0,5.7,300.9,25.9,10,,2019-09-02T05:47:35,2019-09-02T18:23:02,0.07,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-03,91.4,84.2,86.9,114.4,98.3,105.1,81.7,84.8,0,0,0,,,,,12.8,185.6,,8.2,6,281.7,24.4,9,,2019-09-03T05:47:55,2019-09-03T18:22:03,0.11,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-04,93.2,86,88.2,118.3,93.5,106.3,80.6,78.9,0,0,0,,,,,10.3,154.4,,7.9,6.1,248.6,21.4,9,,2019-09-04T05:48:15,2019-09-04T18:21:04,0.16,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-05,95,86,89.5,115.2,99.9,106,79.3,73.7,0,0,0,,,,,9.2,111.9,,15.6,5.6,288.8,25,9,,2019-09-05T05:48:34,2019-09-05T18:20:05,0.22,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-06,100.4,84.2,89.8,121.2,86.5,108,79.6,73.1,0,0,0,,,,,13.9,146.1,,3.9,5.5,292.1,25.3,10,,2019-09-06T05:48:54,2019-09-06T18:19:05,0.27,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-07,98.6,86,90.4,123.9,95.2,108.4,79.6,71.7,0,0,0,,,,,12.8,125.7,,0,6.1,254.6,22,8,,2019-09-07T05:49:14,2019-09-07T18:18:05,0.32,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-08,105.8,86,91.6,122.7,95.8,111.9,79.8,73.2,0,0,0,,,,,12.8,132.4,,2.7,5.9,260.7,22.6,8,,2019-09-08T05:49:33,2019-09-08T18:17:05,0.37,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-09,93.2,86,88,118.3,101.9,108.7,82.5,84,0,0,0,,,,,17.2,172.1,,6.9,5.1,298,25.7,10,,2019-09-09T05:49:52,2019-09-09T18:16:04,0.41,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-10,91.4,84.2,87.5,114.4,92.7,102,78.6,75.6,0,0,0,,,,,15,120.5,,4.6,5.3,297.9,25.9,10,,2019-09-10T05:50:12,2019-09-10T18:15:03,0.44,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-11,93.2,82.4,87,108.1,87.4,100.5,78.3,76.3,0,0,0,,,,,17.2,87.8,,0,5.7,295.6,25.6,10,,2019-09-11T05:50:31,2019-09-11T18:14:02,0.47,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-12,93.2,82.4,86.1,110.4,90.9,98.8,78.4,78.4,0,0,0,,,,,16.1,152.3,,0,5.5,291.2,25,10,,2019-09-12T05:50:50,2019-09-12T18:13:00,0.49,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-13,93.2,82.4,86.2,110.9,89.5,99.4,78.6,78.8,0,0,0,,,,,12.8,139.6,,0,5.3,291.4,25,10,,2019-09-13T05:51:10,2019-09-13T18:11:59,0.5,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-14,93.2,80.6,86.3,117.1,87.1,99.9,79.4,81.2,0,0,0,,,,,12.8,101.3,,2.3,5.2,285.5,24.6,10,,2019-09-14T05:51:29,2019-09-14T18:10:57,0.5,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-15,91.4,82.4,86.4,111.5,90.9,99.6,78.6,78.3,0,0,0,,,,,16.1,138.5,,0,6,288.4,25,10,,2019-09-15T05:51:48,2019-09-15T18:09:55,0.51,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-16,91.4,82.4,86.6,105.1,88.4,98.3,77.1,74.5,0,0,0,,,,,12.8,220.6,,19.3,5.6,251,21.8,9,,2019-09-16T05:52:07,2019-09-16T18:08:53,0.53,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-17,98.6,83.6,90.5,112.9,84.8,100.1,73.7,60.1,0,0,0,,,,,13.9,258.9,,1.8,6.2,294.4,25.5,10,,2019-09-17T05:52:26,2019-09-17T18:07:51,0.55,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999,remote"
muscat,2019-09-18,98.5,82.4,89.9,107.5,83.6,97.8,72,57.2,0,0,0,,,,,16.1,100.8,,8,6.1,294.1,25.4,10,,2019-09-18T05:52:46,2019-09-18T18:06:49,0.59,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999,remote"
muscat,2019-09-19,93.2,80.6,86.5,108.1,86.2,97.3,76.2,72.1,0,0,0,,,,,16.1,134.6,,0,6.2,301.2,25.9,10,,2019-09-19T05:53:05,2019-09-19T18:05:47,0.63,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-20,96.8,80.6,88,110.4,86.5,95.6,73.2,65.6,0,0,0,,,,,9.2,127,,0,5.9,291.9,25.2,10,,2019-09-20T05:53:24,2019-09-20T18:04:45,0.67,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-21,96.8,82.4,88.5,111.5,82.9,97.9,72.3,60.7,0,0,0,,,,,10.3,156.2,,0.4,6.2,286.7,24.9,9,,2019-09-21T05:53:44,2019-09-21T18:03:43,0.72,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-22,96.8,84.2,89.1,114.4,85,101,74.8,64,0,0,0,,,,,10.3,143.2,,3.4,6.2,280.5,24,9,,2019-09-22T05:54:03,2019-09-22T18:02:41,0.78,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-23,96.8,82.4,88,115.2,85.3,102.1,77.6,72.2,0,0,0,,,,,15,139.6,,4.2,6,279.4,24,9,,2019-09-23T05:54:23,2019-09-23T18:01:39,0.83,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999,remote"
muscat,2019-09-24,93.2,84.2,87.9,110.9,98.3,103.3,79.4,76.5,0,0,0,,,,,24.2,107,,11.8,5.9,167.5,14.4,6,,2019-09-24T05:54:43,2019-09-24T18:00:37,0.88,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-25,95,82.4,86.5,100.5,88.3,94.7,74.2,68.4,0,0,0,,,,,18.3,88.3,,10.3,6.2,274.1,23.8,9,,2019-09-25T05:55:03,2019-09-25T17:59:35,0.93,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-26,89.6,78.8,85.1,105.2,78.8,93.9,75.4,73.3,0,0,0,,,,,15,94,,8.5,6,268.2,23.1,9,,2019-09-26T05:55:23,2019-09-26T17:58:34,0.97,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999,remote"
muscat,2019-09-27,93.2,82.4,87.4,102.8,88.3,96.1,74.2,65.3,0,0,0,,,,,17.2,118.4,,4.6,6.2,223.4,19.3,8,,2019-09-27T05:55:43,2019-09-27T17:57:32,0.99,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-28,96.8,82.4,89.7,107.8,92.4,99,74.2,62.1,0,0,0,,,,,11.4,111,,2.3,6.2,271.9,23.6,9,,2019-09-28T05:56:04,2019-09-28T17:56:31,1,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-29,100.4,87.8,93.7,113.6,94.2,105.1,74,54.8,0,0,0,,,,,17.2,133.4,,2.3,5.9,269.5,23.4,9,,2019-09-29T05:56:24,2019-09-29T17:55:30,0,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-09-30,95,86,90.7,121.2,95.2,106.5,78.3,67.4,0,0,0,,,,,13.9,148.4,,1.1,6.1,244.7,21.1,8,,2019-09-30T05:56:45,2019-09-30T17:54:29,0.02,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-01,98.6,86,92.1,116.1,91.2,104.5,74.4,58.6,0,0,0,,,,,16.1,117,,5.7,6.1,258.8,22.5,9,,2019-10-01T05:57:06,2019-10-01T17:53:29,0.05,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-02,104,86,92.4,115.2,96.5,105.2,74.4,60.9,0,0,0,,,,,15,143,,20.4,6.1,230,19.7,8,,2019-10-02T05:57:28,2019-10-02T17:52:29,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2019-10-03,100.4,86,89.5,115.2,98.7,108.2,80.6,77.4,0,0,0,,,,,16.1,137.3,,10.3,5.3,229.7,19.8,8,,2019-10-03T05:57:49,2019-10-03T17:51:29,0.14,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-04,91.4,86,88.3,115.2,93.2,105.8,80.1,77.9,0,0,0,,,,,16.1,97.2,,6.8,6,228.5,19.6,8,,2019-10-04T05:58:11,2019-10-04T17:50:30,0.19,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-05,87.8,78.8,84.2,104.8,78.8,93.1,75.6,76,0,0,0,,,,,20.8,111.4,,36.8,5.6,222.4,19.2,8,,2019-10-05T05:58:33,2019-10-05T17:49:31,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999,remote"
muscat,2019-10-06,95,82.4,86.1,105.2,90.9,97.1,77,75.7,0,0,0,,,,,20.8,134.3,,17.5,6.1,244.8,21.1,8,,2019-10-06T05:58:56,2019-10-06T17:48:32,0.29,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-07,91.4,80.6,85.3,108.1,88.2,96.5,77.8,79.3,0,0,0,,,,,17.2,100.9,,14.2,6.2,260,22.5,9,,2019-10-07T05:59:18,2019-10-07T17:47:34,0.34,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-08,87.8,80.6,84.7,102.4,86.2,94.1,76.3,76.2,0,0,0,,,,,13.9,129.8,,17.1,6.2,267.8,23,9,,2019-10-08T05:59:41,2019-10-08T17:46:36,0.38,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-09,96.8,78.8,86.5,102.7,78.8,92.6,72,63.5,0,0,0,,,,,13.9,141.5,,0,6.2,263.8,22.7,9,,2019-10-09T06:00:05,2019-10-09T17:45:39,0.42,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-10,96.8,80.6,88.2,105.2,85.3,96.1,73.6,63.9,0,0,0,,,,,12.8,116.8,,4.6,6.2,261.3,22.6,9,,2019-10-10T06:00:29,2019-10-10T17:44:43,0.45,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-11,91.4,80.6,86.4,108.1,86.2,99,77.9,76.5,0,0,0,,,,,10.3,118.5,,21.5,5.2,238.4,20.5,8,,2019-10-11T06:00:53,2019-10-11T17:43:46,0.47,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"OOMS,41256099999"
muscat,2019-10-12,89.6,80.6,86.3,105.2,87.1,99,78.3,77.5,0,0,0,,,,,16.1,71.4,,11.8,5.5,254.4,21.9,9,,2019-10-12T06:01:17,2019-10-12T17:42:51,0.49,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-13,89.6,80.6,85.3,108.1,86,94.5,75.3,72.7,0,0,0,,,,,17.2,126.6,,14.3,6.2,255.3,22,9,,2019-10-13T06:01:42,2019-10-13T17:41:56,0.5,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-14,89.6,78.8,83.7,100.3,78.8,89.9,74.1,73.5,0,0,0,,,,,13.9,207.6,,4.6,6,259.3,22.6,9,,2019-10-14T06:02:07,2019-10-14T17:41:02,0.5,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-15,93.2,76.7,84.8,99.2,76.7,89.4,71.1,65.5,0,0,0,,,,,13.9,210.1,,0,6.1,258,22.5,9,,2019-10-15T06:02:33,2019-10-15T17:40:08,0.52,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999,remote"
muscat,2019-10-16,98.6,77,86.3,97.8,77,90,69.5,62.1,0,0,0,,,,,12.8,153.5,,2.3,6,259.5,22.6,9,,2019-10-16T06:02:59,2019-10-16T17:39:16,0.53,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-17,95,75.2,85.8,98.2,75.2,87.8,64.1,51.1,0,0,0,,,,,8.1,95.1,,0,6.2,258.9,22.3,9,,2019-10-17T06:03:26,2019-10-17T17:38:23,0.56,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-18,96.8,75.2,86.3,94.9,75.2,86.7,57,39.9,0,0,0,,,,,9.2,119,,2.3,6.2,252.9,21.8,9,,2019-10-18T06:03:52,2019-10-18T17:37:32,0.6,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-19,93.2,77,85.1,100.5,77,87.8,63.1,48.6,0,0,0,,,,,12.8,166.2,,1.1,6.2,249.4,21.6,9,,2019-10-19T06:04:20,2019-10-19T17:36:41,0.65,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-20,89.6,76,83.2,102.6,76,88,65.6,57.2,0,0,0,,,,,12.8,147.6,,4.8,6.1,247.2,21.6,9,,2019-10-20T06:04:48,2019-10-20T17:35:52,0.7,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999,remote"
muscat,2019-10-21,93.8,77,85,102.6,77,90.1,70.5,64.6,0,0,0,,,,,11.4,161.2,,8.5,6.1,244.2,21.3,9,,2019-10-21T06:05:16,2019-10-21T17:35:03,0.75,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999,remote"
muscat,2019-10-22,89.6,80.6,84.7,102.6,82.3,92.7,73.9,70.7,0,0,0,,,,,11.4,145.7,,10.6,6.1,244.6,21.2,9,,2019-10-22T06:05:45,2019-10-22T17:34:15,0.81,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-23,95,78.8,85.3,99.9,78.8,89.3,69.9,63.1,0,0,0,,,,,11.4,257.6,,0,6.2,245.4,21.3,9,,2019-10-23T06:06:14,2019-10-23T17:33:27,0.86,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-24,96.8,73.4,84.2,98.2,73.4,86.3,63.8,54.1,0,0,0,,,,,11.6,163.3,,0.1,6.2,246.3,21.3,9,,2019-10-24T06:06:44,2019-10-24T17:32:41,0.91,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999,remote"
muscat,2019-10-25,93.2,77,85,99.9,77,88.4,70,63.6,0,0,0,,,,,10.3,159,,0,5.8,245.7,21.3,9,,2019-10-25T06:07:14,2019-10-25T17:31:56,0.95,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-26,98.6,77,85.9,102.4,77,90.7,67.6,56.1,0,0,0,,,,,13.9,123.1,,3.8,6,244.1,21.1,9,,2019-10-26T06:07:45,2019-10-26T17:31:11,0.98,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-27,89.6,78.8,84.9,105.2,78.8,93.1,74.4,71.3,0,0,0,,,,,21.9,139.1,,5.4,6.1,243.4,21.2,9,,2019-10-27T06:08:16,2019-10-27T17:30:28,1,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-28,89.6,77,84,99.9,77,89.1,72.7,70,0,0,0,,,,,18.3,110.5,,1.1,6.2,237.3,20.6,8,,2019-10-28T06:08:48,2019-10-28T17:29:46,0,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-29,89.6,73.4,83.1,100.3,73.4,88.8,69.6,64.3,0,0,0,,,,,15,77.7,,9.2,6.1,228.6,19.8,8,,2019-10-29T06:09:20,2019-10-29T17:29:04,0.01,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-10-30,89.6,80.6,84.7,100.3,85.3,93.1,75.2,73.6,0,0,0,,,,,16.1,53.8,,29.6,6,231.2,19.9,8,,2019-10-30T06:09:53,2019-10-30T17:28:24,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2019-10-31,89.6,78.8,84.4,102.6,78.8,92.3,75.1,74.2,0.03,100,8.33,rain,,,,19.7,81.5,,29.1,6.1,232.1,20,8,,2019-10-31T06:10:26,2019-10-31T17:27:45,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"OOMS,41256099999"
muscat,2019-11-01,89.6,77,84,97.8,77,90.8,74.5,74.1,0.04,100,12.5,rain,,,,11.4,135.1,,6.9,6.2,233.8,20.1,8,,2019-11-01T06:11:00,2019-11-01T17:27:07,0.11,Rain,Clear conditions throughout the day with rain.,rain,"OOMS,41256099999"
muscat,2019-11-02,87.8,78.8,84.1,97.8,78.8,90.8,72.7,68.8,0,0,0,,,,,11.4,189.2,,19.6,6.2,229.5,19.9,8,,2019-11-02T06:11:34,2019-11-02T17:26:30,0.16,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-11-03,87.8,78.8,83.5,97.8,78.8,89.9,73.3,71.4,0,0,0,,,,,13.9,89.9,,26,6.2,228.1,19.8,8,,2019-11-03T06:12:08,2019-11-03T17:25:54,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2019-11-04,87.8,78.8,83.4,95.9,78.8,88.5,72.6,70.3,0,0,0,,,,,18.3,80.8,,9,6.2,228.9,19.8,8,,2019-11-04T06:12:44,2019-11-04T17:25:19,0.25,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-11-05,87.8,77,82.3,94.2,77,86.8,72.4,72.7,0,0,0,,,,,10.3,126,,19,5.9,227.5,19.8,8,,2019-11-05T06:13:19,2019-11-05T17:24:46,0.3,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-11-06,86,75.2,81.5,91.9,75.2,84,69.3,67.3,0,0,0,,,,,10.3,154.8,,6.9,6.2,226.6,19.5,8,,2019-11-06T06:13:55,2019-11-06T17:24:14,0.35,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-11-07,87.8,75.2,81.5,91.9,75.2,82,62.1,53.4,0,0,0,,,,,13.9,114.6,,21.6,6.2,227,19.5,8,,2019-11-07T06:14:32,2019-11-07T17:23:43,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999,remote"
