name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
muscat,2019-11-08,87.9,71.6,81.1,90.5,71.6,81.8,61,51.1,0,0,0,,,,,17.2,124.2,,0,6.2,226.4,19.7,8,,2019-11-08T06:15:09,2019-11-08T17:23:13,0.43,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-11-09,87.8,73.4,80.8,88.5,73.4,81.3,61.4,52.4,0,0,0,,,,,20.8,128.9,,23.7,6.2,183.6,15.8,7,,2019-11-09T06:15:46,2019-11-09T17:22:45,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2019-11-10,84.2,68,76.9,87.4,68,77.4,64.7,67,0.23,100,50,rain,,,,23,142.5,,54.3,6,166.3,14.3,6,,2019-11-10T06:16:24,2019-11-10T17:22:18,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"OOMS,41256099999"
muscat,2019-11-11,82.4,68,74.8,82.3,68,74.9,60.1,63.4,0,0,0,,,,,12.8,264.6,,16.3,6.2,200.4,17.4,7,,2019-11-11T06:17:02,2019-11-11T17:21:52,0.49,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999,remote"
muscat,2019-11-12,84.2,68,76.1,82,68,75.5,52.9,46.7,0,0,0,,,,,11.4,214,,20.1,6.2,226.8,19.4,8,,2019-11-12T06:17:41,2019-11-12T17:21:27,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2019-11-13,82.4,68,75.4,81.8,68,74.9,52.2,46.7,0,0,0,,,,,10.3,201.7,,11.3,6.2,223.6,19.4,8,,2019-11-13T06:18:20,2019-11-13T17:21:04,0.51,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-11-14,82.4,69.8,76.2,81.2,69.8,75.7,48.5,38.2,0,0,0,,,,,11.4,246.5,,11.5,6.2,227.1,19.5,8,,2019-11-14T06:18:59,2019-11-14T17:20:43,0.52,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-11-15,84.2,64.4,75.6,81.7,64.4,75,48.2,39.4,0,0,0,,,,,10.3,172.9,,12.6,6.2,227.6,19.5,8,,2019-11-15T06:19:39,2019-11-15T17:20:22,0.54,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-11-16,84.2,68,77.5,83.1,68,77.2,52.1,41.8,0,0,0,,,,,19.7,125.7,,8.8,6.2,218.6,18.7,8,,2019-11-16T06:20:19,2019-11-16T17:20:03,0.58,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999,remote"
muscat,2019-11-17,84.2,71.6,78.4,83.5,71.6,78.3,56.3,47.3,0,0,0,,,,,24.2,102.5,,24.9,6.2,157.5,13.7,7,,2019-11-17T06:20:59,2019-11-17T17:19:46,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2019-11-18,82.4,69.8,78.2,84.6,69.8,79.1,63.2,60.2,0,0,0,,,,,18.3,99.4,,22.6,6.2,197.4,17.2,7,,2019-11-18T06:21:40,2019-11-18T17:19:30,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2019-11-19,84.2,71.6,78.5,86.5,71.6,79.4,66.7,68.1,0,0,0,,,,,12.8,95,,9.2,6.2,203.4,17.6,8,,2019-11-19T06:22:21,2019-11-19T17:19:15,0.73,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999,remote"
muscat,2019-11-20,86,71.6,78.3,88.4,71.6,79.2,66.9,70.2,0.23,100,50,rain,,,,16.1,177.1,,35.9,5.7,205.4,17.7,8,,2019-11-20T06:23:02,2019-11-20T17:19:02,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"OOMS,41256099999"
muscat,2019-11-21,80.6,69.8,74.3,83.3,69.8,74.4,68.7,83.3,0.2,100,37.5,rain,,,,12.8,250.4,,48.3,5.6,142.2,12.3,6,,2019-11-21T06:23:43,2019-11-21T17:18:50,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"OOMS,41256099999"
muscat,2019-11-22,78.8,69,74.9,78.8,69,74.9,62,64.9,0,0,0,,,,,11.4,210.5,,60,6.2,199.1,17.2,7,,2019-11-22T06:24:25,2019-11-22T17:18:39,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999,remote"
muscat,2019-11-23,78.8,71.6,76,78.8,71.6,76,61,60.3,0,0,0,,,,,11.4,112,,51.6,6.2,176.4,15.4,8,,2019-11-23T06:25:06,2019-11-23T17:18:30,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2019-11-24,78.8,69.8,75.1,78.8,69.8,75.1,61.3,63.2,0,0,0,,,,,13.9,120.8,,28.1,6.2,193.5,16.6,7,,2019-11-24T06:25:48,2019-11-24T17:18:23,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2019-11-25,80.6,69.8,75.2,81.1,69.8,75.2,60.5,61.3,0,0,0,,,,,11.4,125.4,,41.2,6.2,194.9,16.8,7,,2019-11-25T06:26:30,2019-11-25T17:18:17,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2019-11-26,80.6,68,74.3,80.5,68,74.3,58.1,58.5,0,0,0,,,,,10.3,156.9,,18.2,6.2,206.6,17.9,8,,2019-11-26T06:27:12,2019-11-26T17:18:12,1,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-11-27,80.6,64.4,74,81.1,64.4,74,58.7,60,0,0,0,,,,,8.1,95.6,,19.5,6.2,209,18,8,,2019-11-27T06:27:54,2019-11-27T17:18:09,0,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-11-28,80.6,64.4,73.8,80.8,64.4,73.8,57.1,57.5,0,0,0,,,,,11.4,109.2,,0,6.2,207.6,17.8,8,,2019-11-28T06:28:36,2019-11-28T17:18:07,0.02,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-11-29,80.6,64.4,73.6,81.5,64.4,73.7,57.9,58.9,0,0,0,,,,,15,116.2,,4.6,6.2,206.7,17.8,8,,2019-11-29T06:29:17,2019-11-29T17:18:07,0.05,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-11-30,80.6,64.4,73.5,80.8,64.4,73.5,56.7,56.7,0,0,0,,,,,12.8,121.5,,2.3,6.2,204.5,17.8,7,,2019-11-30T06:29:59,2019-11-30T17:18:09,0.08,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-12-01,80.6,64.4,73.6,81.5,64.4,73.7,58,58.6,0,0,0,,,,,12.8,113.3,,13.8,6.2,206.6,17.8,8,,2019-12-01T06:30:41,2019-12-01T17:18:11,0.12,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-12-02,78.8,64.4,73.7,78.8,64.4,73.7,59,61,0,0,0,,,,,18.3,82.5,,8,6.2,210,18,8,,2019-12-02T06:31:22,2019-12-02T17:18:15,0.17,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-12-03,80.6,64.4,74.1,81.5,64.4,74.2,58.4,59.1,0,0,0,,,,,16.1,111.2,,19.9,6.2,201.5,17.3,7,,2019-12-03T06:32:04,2019-12-03T17:18:21,0.21,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-12-04,80.6,66.2,74.1,81.8,66.2,74.1,60,62.3,0,0,0,,,,,10.3,131.4,,22.8,6.2,200.6,17.2,7,,2019-12-04T06:32:45,2019-12-04T17:18:28,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2019-12-05,80.6,66.2,74.3,82.3,66.2,74.4,62.4,67,0,0,0,,,,,15,101.9,,17.6,6.2,200.6,17.1,7,,2019-12-05T06:33:25,2019-12-05T17:18:36,0.31,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-12-06,80.6,64.4,73.8,81.1,64.4,73.8,59.3,61.5,0,0,0,,,,,11.4,112.7,,8,6.2,202,17.4,7,,2019-12-06T06:34:06,2019-12-06T17:18:46,0.35,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-12-07,80.6,68,75.6,83.3,68,76.1,62.6,64.5,0.02,100,8.33,rain,,,,18.3,126.3,,40.4,5.9,158.6,13.7,6,,2019-12-07T06:34:46,2019-12-07T17:18:57,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"OOMS,41256099999"
muscat,2019-12-08,78.8,69.8,73.9,78.8,69.8,73.9,69.1,85.4,0.27,100,50,rain,,,,11.4,201.8,,49.4,4.6,82.6,7,3,,2019-12-08T06:35:26,2019-12-08T17:19:10,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"OOMS,41256099999"
muscat,2019-12-09,82.4,66.2,74.2,87.2,66.2,75.2,68.1,82.3,0.06,100,16.67,rain,,,,10.3,143.9,,1.2,5.8,192.2,16.7,7,,2019-12-09T06:36:05,2019-12-09T17:19:24,0.46,Rain,Clear conditions throughout the day with early morning rain.,rain,"OOMS,41256099999,remote"
muscat,2019-12-10,80.6,69.8,76.1,84.6,69.8,77,69.8,81.4,0,0,0,,,,,10.3,189.5,,14.5,5.7,191.6,16.5,7,,2019-12-10T06:36:44,2019-12-10T17:19:39,0.48,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-12-11,80.6,71.6,75.6,84.6,71.6,75.7,69.5,81.8,0,0,0,,,,,9.2,176.8,,21.9,5.6,161.5,14,7,,2019-12-11T06:37:22,2019-12-11T17:19:56,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2019-12-12,82.4,68,75.4,84,68,75.9,64.9,71.5,0,0,0,,,,,15,238.5,,23.1,6,195.2,16.9,7,,2019-12-12T06:38:00,2019-12-12T17:20:14,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2019-12-13,80.6,69.8,74.9,81.8,69.8,75,62.8,66.9,0,0,0,,,,,9.2,117.4,,33.5,6.2,185.5,16,7,,2019-12-13T06:38:37,2019-12-13T17:20:33,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2019-12-14,82.4,68,75.4,84,68,75.6,64,68.4,0,0,0,,,,,10.3,149.5,,0,6.1,178.3,15.4,7,,2019-12-14T06:39:14,2019-12-14T17:20:54,0.53,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-12-15,80.6,68,75.2,83.3,68,75.8,65.4,72.1,0,0,0,,,,,11.4,107.7,,4.7,6.1,185.7,16.1,7,,2019-12-15T06:39:50,2019-12-15T17:21:15,0.56,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-12-16,82.4,67.4,75.9,85.4,67.4,76.5,65.1,70.3,0,0,0,,,,,20.8,105.3,,15,6.2,186.9,16.1,7,,2019-12-16T06:40:25,2019-12-16T17:21:38,0.61,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999,remote"
muscat,2019-12-17,84.2,71.6,78.4,87.4,71.6,79.4,64,61.4,0,0,0,,,,,21.9,96.8,,8.2,6.2,183.7,15.9,7,,2019-12-17T06:41:00,2019-12-17T17:22:02,0.66,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-12-18,82.4,73.4,78.5,84,73.4,79,62.3,58.1,0,0,0,,,,,15,137.1,,15.1,6.2,167.3,14.4,7,,2019-12-18T06:41:34,2019-12-18T17:22:28,0.71,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-12-19,80.6,73.4,77.2,83.3,73.4,77.4,68.5,74.8,0,0,0,,,,,13.9,242.9,,53.4,6,162.5,14,6,,2019-12-19T06:42:06,2019-12-19T17:22:54,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2019-12-20,75.2,68,72.1,75.2,68,72.1,62.6,73.1,0,0,0,,,,,12.8,166.3,,54.6,6,121.5,10.5,4,,2019-12-20T06:42:39,2019-12-20T17:23:22,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2019-12-21,75.2,62.6,69.3,75.2,62.6,69.3,54.3,61,0,0,0,,,,,8.1,142.3,,38.4,6.2,198.4,17.1,7,,2019-12-21T06:43:10,2019-12-21T17:23:50,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999,remote"
muscat,2019-12-22,77,60.8,70.1,77,60.8,70.1,51.2,53.8,0,0,0,,,,,6.9,179.8,,17.2,6.2,204,17.7,8,,2019-12-22T06:43:40,2019-12-22T17:24:20,0.93,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999,remote"
muscat,2019-12-23,77,60.8,69.5,77,60.8,69.5,49.4,50.7,0,0,0,,,,,8.1,125.6,,0,6.2,201.8,17.4,7,,2019-12-23T06:44:09,2019-12-23T17:24:51,0.96,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-12-24,77,62.6,70.3,77,62.6,70.3,50.8,50.9,0,0,0,,,,,9.2,209.9,,13.1,6.2,201.3,17.2,7,,2019-12-24T06:44:38,2019-12-24T17:25:22,0.99,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-12-25,77,60.8,70.4,77,60.8,70.4,53.2,55.8,0,0,0,,,,,10.3,149.8,,2.3,6.2,205.5,17.8,8,,2019-12-25T06:45:05,2019-12-25T17:25:55,1,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-12-26,77,59,69.9,77,59,69.9,51.8,54.2,0,0,0,,,,,9.2,107.9,,1.1,6.2,204.3,17.7,7,,2019-12-26T06:45:31,2019-12-26T17:26:28,0,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-12-27,77,62.6,70.9,77,62.6,70.9,55.2,58.2,0,0,0,,,,,9.2,120.9,,25.2,6.2,200.1,17.2,7,,2019-12-27T06:45:57,2019-12-27T17:27:02,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2019-12-28,77,62.6,71.8,77,62.6,71.8,59.9,66.7,0,0,0,,,,,13.9,120.6,,18,6.2,196.8,17,7,,2019-12-28T06:46:21,2019-12-28T17:27:38,0.03,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-12-29,78.8,66.2,72.6,78.8,66.2,72.6,63.1,72.4,0,0,0,,,,,9.2,116.4,,24.3,6.2,175.5,15.3,7,,2019-12-29T06:46:44,2019-12-29T17:28:14,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2019-12-30,78.8,66.2,72.9,78.8,66.2,72.9,62.1,70.1,0,0,0,,,,,9.2,161.5,,17.7,6.2,196.6,16.9,7,,2019-12-30T06:47:05,2019-12-30T17:28:50,0.09,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2019-12-31,78.8,63.6,72,78.8,63.6,72,59.1,64.8,0,0,0,,,,,12.8,202.1,,13.6,6.2,196.3,16.8,7,,2019-12-31T06:47:26,2019-12-31T17:29:28,0.13,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999,remote"
muscat,2020-01-01,78.8,64.4,72.3,78.8,64.4,72.3,56,58.6,0,0,0,,,,,11.4,248.7,1012.9,6.9,6.2,194.7,16.7,7,,2020-01-01T06:47:45,2020-01-01T17:30:06,0.17,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2020-01-02,80.6,66.2,73.9,80.8,66.2,73.9,56.9,56.2,0,0,0,,,,,10.3,104.8,,0,6.2,195.9,16.9,7,,2020-01-02T06:48:04,2020-01-02T17:30:44,0.22,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2020-01-03,80.6,64.4,73.1,81.1,64.4,73.1,57.4,58.6,0,0,0,,,,,10.3,149.6,,0,6.2,197.6,17,7,,2020-01-03T06:48:21,2020-01-03T17:31:24,0.26,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2020-01-04,80.6,66.2,74.5,81.8,66.2,74.7,58.6,58.3,0,0,0,,,,,15,105.5,,0,6.2,194.6,16.9,7,,2020-01-04T06:48:36,2020-01-04T17:32:04,0.31,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2020-01-05,86,71.6,77.6,84.6,71.6,77.6,60.3,56.3,0,0,0,,,,,25.3,189.6,,0,6.2,193.2,16.8,7,,2020-01-05T06:48:50,2020-01-05T17:32:44,0.36,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2020-01-06,84.2,75.2,77.3,83.5,75.2,77.5,63.7,64,0,0,0,,,,,17.2,267.1,,20,6.2,171.1,14.7,7,,2020-01-06T06:49:03,2020-01-06T17:33:25,0.4,Clear,Partly cloudy throughout the day.,clear-day,"OOMS,41256099999"
muscat,2020-01-07,77,66.2,73.6,77,66.2,73.6,57.4,57.4,0,0,0,,,,,15,297.1,,35.5,6.2,200.5,17.3,7,,2020-01-07T06:49:15,2020-01-07T17:34:06,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2020-01-08,77,60.8,69.8,77,60.8,69.8,53.5,57.2,0,0,0,,,,,16.1,109.9,,16.8,6.2,207.5,17.8,8,,2020-01-08T06:49:26,2020-01-08T17:34:48,0.47,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999,remote"
muscat,2020-01-09,78.8,64.4,72.6,78.8,64.4,72.6,57.3,59.1,0.01,100,4.17,rain,,,,21.9,109.8,,12.5,6.2,191.8,16.6,7,,2020-01-09T06:49:34,2020-01-09T17:35:30,0.49,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"OOMS,41256099999"
muscat,2020-01-10,77,69.8,73.1,77,69.8,73.1,58.6,60.8,0.1,100,33.33,rain,,,,20.8,137,,50.9,6.1,138,11.9,6,,2020-01-10T06:49:42,2020-01-10T17:36:13,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"OOMS,41256099999"
muscat,2020-01-11,82.4,64.4,72.4,82.9,64.4,72.5,62.3,73.3,1.84,100,100,rain,,,36.9,25.3,233.5,,51,4.7,125,10.7,6,,2020-01-11T06:49:48,2020-01-11T17:36:55,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"OOMS,41256099999,remote"
muscat,2020-01-12,69.8,62.6,66.2,69.8,62.6,66.2,48.9,55.6,0.32,100,29.17,rain,,,,20.8,262.5,,36.7,6.1,200.9,17.3,7,,2020-01-12T06:49:53,2020-01-12T17:37:38,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"OOMS,41256099999"
muscat,2020-01-13,71.6,62.6,65.9,71.6,62.6,65.9,45.2,47.8,0,0,0,,,,,17.2,265.8,,28.4,6.2,181,15.4,7,,2020-01-13T06:49:57,2020-01-13T17:38:21,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2020-01-14,73.4,59,66.3,73.4,59,66.3,49.2,55.3,0,0,0,,,,,13.9,244.2,,24.8,6.2,208.9,17.9,8,,2020-01-14T06:49:59,2020-01-14T17:39:05,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2020-01-15,64.4,55.4,60.3,64.4,55.4,60.3,54.6,83.1,1.19,100,70.83,rain,,,,15.4,226.8,,49.3,5.2,126.8,10.9,5,,2020-01-15T06:49:59,2020-01-15T17:39:48,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"OOMS,41256099999,remote"
muscat,2020-01-16,69.8,55.4,62.6,69.8,55.4,62.6,48.7,63.9,0,0,0,,,,,8.1,181.2,,27,6.2,194,16.9,8,,2020-01-16T06:49:58,2020-01-16T17:40:32,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2020-01-17,71.6,55.4,64.5,71.6,55.4,64.5,49.8,59.9,0,0,0,,,,,9.2,185.4,,17.9,6.2,215.5,18.8,8,,2020-01-17T06:49:56,2020-01-17T17:41:15,0.75,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2020-01-18,71.6,55.4,65.1,71.6,55.4,65.1,52.3,64.9,0,0,0,,,,,10.3,142.3,,0,6.2,217.2,18.9,8,,2020-01-18T06:49:52,2020-01-18T17:41:59,0.81,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999,remote"
muscat,2020-01-19,75.2,57.2,67.8,75.2,57.2,67.8,56.2,68,0,0,0,,,,,15,129.4,,13.8,6.2,215.7,18.7,8,,2020-01-19T06:49:47,2020-01-19T17:42:43,0.86,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2020-01-20,77,60.8,69.4,77,60.8,69.4,58.3,69.1,0,0,0,,,,,9.2,151.3,,12.6,6.2,212.8,18.3,8,,2020-01-20T06:49:41,2020-01-20T17:43:27,0.91,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2020-01-21,78.8,60.8,71,78.8,60.8,71,57,62.4,0,0,0,,,,,19.7,100.4,,9.6,6.2,211.9,18.2,8,,2020-01-21T06:49:33,2020-01-21T17:44:10,0.95,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999,remote"
muscat,2020-01-22,78.8,66.2,73.1,78.8,66.2,73.1,59.4,63,0,0,0,,,,,17.2,125.2,,14.7,6.2,212.4,18.2,8,,2020-01-22T06:49:23,2020-01-22T17:44:54,0.98,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2020-01-23,84.2,64.4,75.8,83.5,64.4,75.9,59.4,58.9,0,0,0,,,,,16.1,146,,3.9,6.2,209.4,18.1,8,,2020-01-23T06:49:13,2020-01-23T17:45:37,0.99,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2020-01-24,77,71.6,74.6,77,71.6,74.6,61,63.6,0,0,0,,,,,19.7,222,,41.1,6,174.6,15.1,7,,2020-01-24T06:49:01,2020-01-24T17:46:20,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2020-01-25,77,68,72.8,77,68,72.8,66.3,80.4,0,0,0,,,,,12.8,192.9,,45.7,5.5,166.5,14.4,7,,2020-01-25T06:48:47,2020-01-25T17:47:03,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2020-01-26,75.2,68,71.9,75.2,68,71.9,55.3,57.5,0,0,0,,,,,21.9,279.2,,46.3,5.6,182.6,15.8,7,,2020-01-26T06:48:32,2020-01-26T17:47:46,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2020-01-27,71.6,62.6,67.3,71.6,62.6,67.3,45.4,45.5,0,0,0,,,,,20.8,278.8,,22.7,5.2,176.5,15.3,7,,2020-01-27T06:48:16,2020-01-27T17:48:29,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2020-01-28,71.6,62.6,67.3,71.6,62.6,67.3,50.5,55.9,0,0,0,,,,,11.4,244.6,,36.1,6.1,172.2,14.9,7,,2020-01-28T06:47:58,2020-01-28T17:49:11,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999"
muscat,2020-01-29,73.4,59,67.6,73.4,59,67.6,49.3,53.2,0,0,0,,,,,11.4,139.4,,10.3,6.2,227.7,19.7,8,,2020-01-29T06:47:39,2020-01-29T17:49:53,0.09,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2020-01-30,75.2,60.8,68.5,75.2,60.8,68.5,53.2,59.3,0,0,0,,,,,12.8,178.7,,4.3,6.2,227.6,19.4,8,,2020-01-30T06:47:18,2020-01-30T17:50:35,0.13,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2020-01-31,75.2,60.8,68.5,75.2,60.8,68.5,53.8,60.4,0,0,0,,,,,11.4,260.8,,13.1,6.2,225.1,19.4,8,,2020-01-31T06:46:57,2020-01-31T17:51:17,0.18,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2020-02-01,75.2,60.8,69.7,75.2,60.8,69.7,54.1,57.9,0,0,0,,,,,15,135.2,,12.7,6.2,227.9,19.5,8,,2020-02-01T06:46:34,2020-02-01T17:51:58,0.22,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2020-02-02,77,66.2,71.8,77,66.2,71.8,57.5,61.6,0,0,0,,,,,12.8,124.1,,1.1,6.2,190,16.4,7,,2020-02-02T06:46:09,2020-02-02T17:52:39,0.27,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2020-02-03,78.8,64.4,71.9,78.8,64.4,71.9,55.5,56.6,0,0,0,,,,,15,274.2,,7.7,6.1,227.8,19.4,8,,2020-02-03T06:45:44,2020-02-03T17:53:19,0.32,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2020-02-04,73.4,54.8,69.2,73.4,54.8,69.2,51.6,54.3,0,0,0,,,,,12.8,287.8,,24.8,6.2,235.6,20.4,8,,2020-02-04T06:45:17,2020-02-04T17:53:59,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OOMS,41256099999,remote"
muscat,2020-02-05,73.4,62.6,69.3,73.4,62.6,69.3,55.2,61.2,0,0,0,,,,,10.3,147,,17.8,6.2,237.4,20.4,8,,2020-02-05T06:44:48,2020-02-05T17:54:39,0.41,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2020-02-06,75.2,60.8,69.5,75.2,60.8,69.5,58.1,67.7,0,0,0,,,,,10.3,189.2,,2.3,6.2,238.3,20.5,8,,2020-02-06T06:44:19,2020-02-06T17:55:18,0.45,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2020-02-07,75.2,59,69.7,75.2,59,69.7,56.3,63.8,0,0,0,,,,,9.2,143.3,,0,6.1,239,20.6,8,,2020-02-07T06:43:48,2020-02-07T17:55:57,0.48,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2020-02-08,77,62.6,71.2,77,62.6,71.2,60.6,69.5,0,0,0,,,,,20.8,125.1,,0,6.1,239,20.5,8,,2020-02-08T06:43:17,2020-02-08T17:56:35,0.5,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
muscat,2020-02-09,78.8,64.4,72.6,78.8,64.4,72.6,61.6,70.3,0,0,0,,,,,12.8,139.8,,0,6.1,233,20.1,8,,2020-02-09T06:42:44,2020-02-09T17:57:13,0.5,Clear,Clear conditions throughout the day.,clear-day,"OOMS,41256099999"
